Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Philippines,187.57756,184.64839,198.0808,217.30994,226.37276,258.54395,277.0176,302.35895,301.3097,305.1691,307.55258,300.72742,302.16824,311.74167,319.12234,320.316,305.16562,316.62064,327.37506,331.22507,340.84152,347.6475,359.6185,385.4168,405.57895
Poland,1210.3297,1184.164,1132.3966,1131.8475,1083.18,1108.7225,1163.9498,1152.5406,1104.1995,1082.7218,1017.52454,1010.4564,999.5792,1034.2067,1041.2186,1064.3455,1116.9812,1113.8153,1133.312,1093.6166,1166.1749,1172.9304,1139.2412,1141.9489,1100.9438
Portugal,198.46422,205.95268,208.12202,214.16861,221.91728,243.20699,250.78984,254.40164,277.5115,283.82666,293.32214,297.6647,295.414,303.36536,297.5244,296.9578,294.78754,297.06833,286.74817,289.2268,305.08783,291.03558,265.7786,291.79355,297.68082
Romania,735.2153,624.4442,550.6738,535.22186,504.85083,554.8026,551.40155,523.3253,478.84515,421.17096,420.3319,425.10504,441.30682,441.2445,457.3245,458.29587,467.62262,451.1921,452.44724,395.30527,398.93295,408.6753,392.96033,366.62045,380.50665
Russia,6997.9463,7011.005,7086.5376,7214.0903,7298.4604,7328.2676,7413.202,7448.467,7503.9023,7514.088,7522.19,7702.033,7814.577,7836.936,7878.334,7914.6255,7930.555,8025.717,8032.607,8057.5503,8075.2886,8080.6294,8092.628,8128.4287,8138.4243
Saudi Arabia,928.33704,972.4523,981.7563,1002.8503,1159.5804,1130.0059,1168.5529,1190.249,1252.577,1275.4303,1334.8796,1422.3324,1481.3827,1569.1909,1702.4475,1811.1058,1900.1699,1944.0571,2128.4639,2205.1382,2451.1067,2557.2908,2714.2104,2731.2205,2931.7173
Senegal,10.639013,9.823521,11.899441,12.407195,14.965404,16.19766,16.336248,14.921134,15.875778,17.482012,19.907433,21.694818,22.512268,22.695988,24.01114,24.913963,24.46621,26.381638,27.04076,25.887234,26.842123,28.119997,27.669542,28.785759,31.947577
Serbia,0,12.82690313,25.65380625,38.48070937,51.3076125,64.13451562,76.96141875,89.78832188,102.615225,115.4421281,128.2690312,141.0959344,153.9228375,166.7497406,179.5766438,192.4035469,205.23045,204.41664,203.66197,194.43457,200.62114,202.77405,190.9791,190.3472,169.54901
Slovakia,248.35374,222.18843,213.74225,209.9761,206.84326,209.74927,211.20241,207.3214,209.52092,211.29335,218.24721,224.55817,226.4268,219.88297,215.043,226.26744,220.17848,206.62883,212.20859,192.3178,205.4999,197.69135,189.89334,194.58702,181.1199
Slovenia,69.29792,69.40945,64.88118,66.65802,70.94977,74.497665,78.158264,79.932205,80.15589,79.327515,78.62627,82.19341,81.7755,80.21293,85.180244,85.18694,85.95426,85.46716,93.64212,86.507126,86.66013,84.13502,81.75843,80.88277,82.971504
Solomon Is.,0.70397425,0.70397425,0.7056485,0.70397425,0.70397425,0.70397425,0.7056485,0.70397425,0.70397425,0.70398057,1.0562664,1.1048013,1.1416957,1.1932362,1.2691125,1.300733,1.3493745,1.4384215,1.4597304,1.5107039,1.5564928,1.6160148,1.6206181,1.6141902,1.5197262
South Africa,1029.669,1022.2481,1027.0381,1025.258,1069.309,1117.5164,1139.7627,1165.5427,1145.0255,1183.7446,1185.383,1191.5363,1161.1248,1257.9573,1372.772,1299.3777,1326.0608,1362.1926,1459.6958,1453.2135,1462.7987,1444.9584,1422.7034,1429.0052,1445.5111
South Korea,1066.0366,1205.6149,1359.7162,1491.0802,1607.975,1756.9393,1940.4342,2131.1228,1948.7238,2123.5676,2245.9128,2300.1194,2406.0903,2483.2976,2541.3552,2627.4595,2670.581,2750.5283,2796.2139,2811.5906,3037.2107,3177.8916,3216.4204,3228.4067,3256.6543
S. Sudan,0,0.271303864,0.542607727,0.813911591,1.085215455,1.356519318,1.627823182,1.899127045,2.170430909,2.441734773,2.713038636,2.9843425,3.255646364,3.526950227,3.798254091,4.069557955,4.340861818,4.612165682,4.883469545,5.154773409,5.426077273,5.697381136,5.968685,6.313152,6.5313106
Spain,1068.7544,1106.5184,1159.128,1121.5013,1174.6917,1219.4099,1266.5682,1336.445,1400.8822,1443.7039,1527.637,1597.853,1615.075,1706.8695,1769.3298,1781.4471,1807.2,1846.8264,1795.815,1664.8059,1709.8822,1677.6294,1668.326,1584.8909,1555.5511
Sri Lanka,29.88699,29.826563,31.998472,34.900852,37.80947,40.738224,42.854855,44.23366,47.155613,50.71928,53.54662,52.03296,53.509136,55.061676,53.50688,61.786396,66.334045,67.44016,63.5758,64.45984,69.6159,75.57897,77.95245,79.214134,85.12164
Sudan,18.62835,25.89845,23.910313,22.676283,20.844128,19.229437,19.548384,19.941727,19.969261,21.59417,31.099447,33.412537,39.556854,41.0194,44.981018,52.216953,62.25674,66.0825,72.02395,77.59177,87.87112,84.763115,81.78617,85.83844,88.02482
Suriname,10.056497,10.321537,10.073026,10.327038,10.343268,9.930027,9.811354,10.030891,10.024827,10.086773,8.362971,8.256402,9.158484,8.113691,9.195907,9.358116,10.199214,9.53478,11.2806635,11.472827,13.780254,11.211893,12.2093115,11.753048,11.440299
Sweden,682.3116,647.09296,651.9662,644.9574,645.0395,652.4366,633.9929,656.3581,710.3342,689.6719,639.46985,685.88873,642.0112,615.18054,662.64197,679.98315,639.7497,649.47833,640.23254,586.75024,623.75226,614.7169,652.4464,611.2761,608.4578
Switzerland,331.62537,340.5722,346.0551,345.47397,362.97556,343.99533,332.291,355.31622,357.3256,373.4259,364.33627,389.12653,362.2444,358.35925,353.1598,338.78384,352.5374,348.5938,360.1892,359.1568,349.7803,332.0341,350.93008,360.04596,343.72824
Tajikistan,0,41.401365,82.80273,76.481674,74.153854,61.230343,67.42195,64.100624,66.17354,74.73047,58.809704,61.558994,63.334854,66.60821,67.84215,69.35905,67.84031,63.97413,61.66019,55.35351,57.19694,56.486645,59.67916,61.830788,63.163795
Tanzania,15.965266,14.634469,15.371452,16.023035,14.390958,14.268401,15.107514,14.056167,16.24239,17.073603,17.486872,20.142588,22.16277,22.399557,27.307398,28.83554,29.666235,32.122528,33.49891,33.220722,38.205566,38.920326,46.75305,48.820095,51.073086
Thailand,354.06772,390.63867,427.41873,484.99524,545.1199,615.36273,696.2022,732.90485,675.22253,715.56995,741.95013,782.4773,848.2559,912.103,990.23193,1021.62885,1043.4651,1079.2432,1079.0978,1108.3534,1181.0455,1212.3762,1301.3629,1308.7134,1350.9866
Togo,2.9766202,4.928404,3.6581836,3.1435466,3.259151,3.575957,3.4279113,3.2421713,3.5538192,5.0185328,4.6001277,4.067236,4.4609675,5.5633974,5.474351,5.3394847,4.6541786,5.6827917,6.777562,12.018809,11.477035,10.6178055,9.424583,9.597932,8.328414
Trinidad and Tobago,69.59995,69.38886,73.44645,77.417534,82.043274,88.97196,100.801254,100.77518,102.29102,113.68905,118.83661,128.22263,139.14108,155.99242,171.55046,183.94081,214.83954,221.53738,218.27939,216.47034,233.87135,229.67464,226.10153,230.29681,229.11327
Tunisia,58.76145,48.580418,56.07515,64.0092,69.32987,62.61104,67.2711,78.15578,84.014435,84.644936,89.077736,98.87915,97.87186,96.474365,98.363,106.75748,100.683784,89.71564,103.76223,86.5445,88.802345,84.71706,93.10589,98.607254,108.65896
Turkey,561.99805,573.7205,603.29987,655.675,634.94763,710.57556,775.10657,810.78394,831.467,809.6106,864.67865,785.63055,859.633,910.28845,974.77924,996.7517,1105.833,1174.3561,1178.3445,1194.2681,1259.8207,1345.9694,1429.3922,1419.1321,1462.148
Turkmenistan,151.8917,155.99084,148.97124,122.293106,130.45369,107.38004,156.4097,119.769394,149.13548,142.35695,119.82037,151.23706,127.56533,176.11882,174.40666,176.60062,178.46283,173.17245,142.05565,231.60123,249.56628,276.99832,301.96558,268.24536,278.03848
Ukraine,3194.6973,2994.568,2530.553,2218.2783,1895.8517,1849.7551,1724.0723,1662.8889,1604.6539,1580.5836,1585.4565,1562.9003,1553.2378,1591.9277,1585.8718,1605.4926,1624.431,1617.8816,1562.0526,1330.5576,1426.9147,1474.7443,1442.9894,1369.5685,1208.3707
United Arab Emirates,344.9527,420.83743,406.69565,423.47034,464.67413,484.871,499.6879,521.45636,534.11285,538.36896,535.7819,541.566,591.6931,631.1553,675.06537,704.5981,741.29297,818.361,938.4005,925.57526,972.4917,1020.93134,1074.0997,1133.2445,1130.8772
United Kingdom,2508.3936,2561.2166,2545.3274,2574.725,2543.8228,2552.5452,2676.295,2629.9988,2651.8188,2639.632,2664.4736,2692.1746,2631.4097,2669.3706,2691.21,2713.4824,2678.8784,2604.6282,2559.3296,2430.0166,2481.5327,2342.043,2379.613,2371.5957,2240.112
United States of America,22606.611,22576.309,22909.344,23390.023,23820.387,24340.916,24603.098,25161.398,25350.254,25512.498,25945.025,25965.105,26545.426,26574.742,25912.78,26297.848,26380.113,26641.771,26764.953,26897.549,26910.133,26698.12,27063.787,27405.514,27605.531
Uzbekistan,520.9085,514.6644,487.91965,524.773,514.86487,508.38864,524.46954,518.98584,518.0096,587.19824,599.5481,601.5353,616.7473,565.4481,563.67334,562.5886,526.855,564.3034,529.1841,525.1383,531.18646,558.9532,543.0623,545.3394,563.8139
Vanuatu,0.4839085,0.40459406,0.21218392,0.21166554,0.21166554,0.21166554,0.21218392,0.21166554,0.21166554,0.21167545,0.38192254,0.42538476,0.40593863,0.47634578,0.383381,0.3833859,0.35560426,0.57652485,0.5684747,0.6569943,0.67907953,0.7855608,0.6590613,0.6384758,0.72912383
Venezuela,603.55475,607.64124,657.6146,650.6573,706.3283,727.39716,708.8627,749.3555,794.73016,795.37335,818.3176,850.1955,860.0901,803.77734,873.0132,899.7281,949.324,1002.8002,984.1453,981.84515,946.35175,969.91223,1015.1113,1023.7578,983.0804
Vietnam,77.12802,78.51418,85.79279,97.97239,109.445335,127.15272,145.77272,167.91832,181.61017,188.04898,214.14896,242.04488,264.75528,285.32867,347.77454,369.7913,338.9682,370.27383,457.2086,467.72537,540.2252,597.14197,624.2923,659.44336,728.1479
Yemen,47.05994,48.70098,51.04823,42.061832,39.833626,44.17098,44.43369,45.844646,49.638474,37.269745,60.137375,64.71264,65.27977,74.84437,79.02325,83.28513,83.21375,88.35376,92.7769,102.779945,99.73686,83.800766,72.61362,102.48065,97.00695
Zambia,32.949528,31.70527,32.5216,31.087202,30.925442,29.71359,28.265844,30.580359,29.939411,29.044266,29.192387,30.552584,31.591335,32.729675,33.70957,35.48304,36.686504,34.643147,35.816727,36.42354,38.178368,42.771206,45.95524,48.72951,52.302757
Zimbabwe,61.26523,62.641453,57.596798,55.571808,53.191315,52.709675,54.151863,53.431423,53.855816,62.035587,58.220966,54.96867,54.66487,53.101574,49.193604,50.860035,51.27982,50.259453,41.72816,41.263683,46.1291,50.289833,54.480045,55.37839,54.603966
